loan_id,college_degree,loan_amount,loan_repaid
ID1963,False,8569.702404968584,0
ID1964,True,6324.466735591833,1
ID1965,False,7648.852310389062,0
ID1966,False,5900.011751446237,0
ID1967,True,9784.435416747609,0
ID1968,False,5639.666904093092,0
ID1969,True,5104.08060157892,1
ID1970,True,4713.833288002819,1
ID1971,True,4461.300472354002,1
ID1972,True,5950.549944283987,1
ID1973,False,5424.638762214359,0
ID1974,False,4772.0604392018595,0
ID1975,True,5356.818108836545,0
ID1976,False,6667.567558493155,0
ID1977,True,3932.3057608171994,1
ID1978,False,5297.263047740011,0
ID1979,False,8993.804990538494,0
ID1980,True,5059.132599299316,1
ID1981,True,6343.937355380721,0
ID1982,True,5840.508290260299,1
ID1983,True,5212.168988777158,1
ID1984,True,3956.3406390210766,1
ID1985,True,6695.889256727214,1
ID1986,True,1248.3779920730985,1
ID1987,True,2718.797749222845,1
ID1988,False,8077.223932459869,0
ID1989,True,7361.558509090146,0
ID1990,True,8075.875272425637,0
ID1991,True,6623.4771764070065,1
ID1992,True,6000.0880442921425,1
ID1993,True,5853.748714918339,0
ID1994,False,3420.2691987095873,0
ID1995,True,5454.130319829293,1
ID1996,False,5148.088354917151,0
ID1997,True,3601.414966844673,1
ID1998,True,5353.260064553506,1
ID1999,True,7487.380867421677,0
ID2000,True,7334.944585624169,1
ID2001,False,6414.404240070019,0
ID2002,True,6166.026422038925,0
ID2003,True,2577.406961838623,0
ID2004,False,4344.55181236423,0
ID2005,False,3701.1331459548674,1
ID2006,True,6763.846047258294,1
ID2007,False,4841.2670317148195,0
ID2008,False,4206.057000433444,0
ID2009,True,8497.537452744496,0
ID2010,False,5868.032066365259,0
ID2011,False,5690.129034547936,0
ID2012,True,8325.987227010992,1
ID2013,True,5923.8894607091925,0
ID2014,False,1779.6779347662878,0
ID2015,False,7708.272281413583,0
ID2016,True,7921.917180797595,0
ID2017,True,7876.938960095782,0
ID2018,False,5570.4892564699585,0
ID2019,True,4690.95790687853,0
ID2020,False,4809.283593376518,0
ID2021,True,2654.495088291525,1
ID2022,True,4002.654733555283,1
ID2023,True,7427.883399836181,0
ID2024,True,5631.268599243511,0
ID2025,True,4179.461683434281,1
ID2026,True,9383.932672087305,0
ID2027,True,6429.827184139453,0
ID2028,True,7101.4481914387625,1
ID2029,True,3755.533077533394,1
ID2030,True,5916.996512458053,1
ID2031,False,3830.9685522884192,1
ID2032,True,8454.35488479862,0
ID2033,False,2840.854599870688,1
ID2034,False,6970.757199066342,0
ID2035,True,6081.5355143649285,0
ID2036,True,7434.3197040440555,0
ID2037,True,6458.885021782888,1
ID2038,True,7822.448508133424,0
ID2039,True,7512.15881387937,1
ID2040,True,6889.36824903135,0
ID2041,True,5913.6908661446505,1
ID2042,True,6837.386023737603,0
ID2043,True,6105.986437300393,1
ID2044,False,9185.100191142761,0
ID2045,True,5572.006287900906,1
ID2046,False,5337.137442864748,0
ID2047,True,5877.241398155723,1
ID2048,True,7086.888634753693,0
ID2049,True,6444.085483385389,1
ID2050,False,4497.27197485869,0
ID2051,True,5515.6298469424655,1
ID2052,True,6032.356377814503,1
ID2053,False,8324.84434045854,0
ID2054,True,5912.552291546456,1
ID2055,False,4800.694474313133,0
ID2056,True,5946.096558645442,1
ID2057,False,8429.329271860057,0
ID2058,False,7449.572155600159,0
ID2059,True,8887.623974345895,0
ID2060,True,6141.270818556204,0
ID2061,True,8471.248624849644,0
ID2062,True,4635.574397487984,1
ID2063,False,7531.896196675205,0
ID2064,True,8136.265198025416,0
ID2065,True,5418.879973900959,1
ID2066,True,5682.41588978632,1
ID2067,True,5280.523188022082,1
ID2068,True,4359.111767548372,1
ID2069,True,7742.989817341132,1
ID2070,True,8565.995400382395,1
ID2071,True,5477.149684953128,1
ID2072,True,8102.053044309252,0
ID2073,True,2832.8050876769967,1
ID2074,True,9147.9949286521,0
ID2075,False,-174.41325252699153,0
ID2076,True,4485.75056615852,1
ID2077,True,4723.952127724457,1
ID2078,False,4323.083755879761,0
ID2079,True,6620.93712754481,0
ID2080,True,4443.190668562586,1
ID2081,True,4579.6158293844655,1
ID2082,True,5376.492961010824,1
ID2083,False,7805.424564094003,0
ID2084,False,7390.807031648387,0
ID2085,True,9369.03801402432,0
ID2086,True,6133.469820296208,1
ID2087,True,7081.880119027617,0
ID2088,False,7225.489845848321,0
ID2089,False,4715.99684840203,0
ID2090,False,5910.632130205676,0
ID2091,True,6982.595190129364,0
ID2092,True,5597.941490862304,1
ID2093,False,5763.315252322475,0
ID2094,True,6026.342913933268,1
ID2095,True,4919.1013584474695,1
ID2096,True,7119.878336127369,0
ID2097,False,4390.055559558006,0
ID2098,True,5166.362454672867,1
ID2099,False,4815.998069568682,0
ID2100,True,6080.724264890051,1
ID2101,True,4549.670655082508,1
ID2102,True,6011.111178094498,0
ID2103,True,7439.997574518186,0
ID2104,False,8506.231499591122,0
ID2105,True,4639.632972399722,0
ID2106,True,5904.780063885336,0
ID2107,True,6040.21803628646,1
ID2108,False,6023.425133780215,0
ID2109,True,5759.379802505982,1
ID2110,True,7521.658454634733,0
ID2111,True,6932.616597956292,1
ID2112,False,11363.059448705844,0
ID2113,True,5462.70260137194,1
ID2114,False,4500.163624813847,1
ID2115,False,5054.352542507749,0
ID2116,True,4383.660118008334,1
ID2117,False,6923.980918382828,0
ID2118,True,7086.5801656450885,0
ID2119,True,6863.881473821815,0
ID2120,True,3841.101373590972,0
ID2121,False,5761.393699527152,0
ID2122,True,6521.012517522024,1
ID2123,True,7420.257612857296,0
ID2124,True,9178.822271044206,0
ID2125,True,7414.752762104051,0
ID2126,True,8231.778138385678,1
ID2127,True,4398.432266519602,0
ID2128,True,6072.799481368038,1
ID2129,False,5989.195139472343,0
ID2130,True,5929.424423275845,1
ID2131,True,6451.679138191463,1
ID2132,True,5222.135956054232,1
ID2133,False,4214.593782812979,0
ID2134,False,5746.644359089078,0
ID2135,True,4174.395572429302,1
ID2136,True,5320.757941746078,1
ID2137,True,5438.689339984574,1
ID2138,True,6127.220472809558,0
ID2139,True,6254.248510448861,1
ID2140,True,6290.72699075194,1
ID2141,True,5722.378156508708,1
ID2142,True,7987.984753419975,0
ID2143,True,6323.193027437491,0
ID2144,False,4366.619282203088,0
ID2145,False,3720.2410056741846,1
ID2146,True,4560.261664024448,1
ID2147,True,3580.351765837716,1
ID2148,True,6478.855494763608,1
ID2149,False,4486.161422827282,0
ID2150,True,4238.8940069330265,1
ID2151,True,3355.905503580166,1
ID2152,False,3953.78743312969,0
ID2153,True,4669.882389281356,1
ID2154,False,5720.193957909945,0
ID2155,False,6306.558876090747,0
ID2156,True,5335.5323132605345,1
ID2157,True,5386.787123572983,1
ID2158,True,5636.984900834055,0
ID2159,False,7702.5542049575815,0
ID2160,True,8958.079868205394,0
ID2161,False,4874.399333029589,0
ID2162,False,6808.425653258638,0
ID2163,False,4463.378772009432,0
ID2164,True,7733.954104884312,0
ID2165,False,6156.397648409684,0
ID2166,True,5504.931103789486,1
ID2167,False,4417.171843356488,0
ID2168,False,5460.30662184912,1
